# shelf	signal	detail   (reprobe_cvmissing.py, TOOLS_TODO 32; feed: next_batch.py --s2-file)
S8093	g	provider-missing: CV 162017 "Grimm Tales of Terror" 2025 Zenescope Entertainment 12 issues — far (gap 10), found by 'Grimm Tales of Terror' (own spelling); invisible before TODO 30
S8103	g	provider-missing: CV 33429 "The Dodo and The Frog" 1956 DC Comics 13 issues — far (gap 67), found by 'The Dodo and The Frog' (via CV candidate name "The Dodo and The Frog"); invisible before TODO 30
S8155	g	provider-missing: CV 76202 "Guardians of the Galaxy Infinite" 2014 Marvel 1 issues — far (gap 2), found by 'Guardians of the Galaxy Infinite' (via CV candidate name "Guardians of the Galaxy Infinite"); invisible before TODO 30
S8155	g	provider-missing: CV 58526 "Guardians of the Galaxy Infinite Comic" 2013 Marvel 4 issues — far (gap 3), found by 'Guardians of the Galaxy Infinite Comic' (via CV candidate name "Guardians of the Galaxy Infinite Comic"); invisible before TODO 30
S8158	g	S cv=-: CV 92960 "Guardians of the Galaxy: Guardians of Infinity" 2016 Marvel 1 issues — near (gap 0), found by 'Guardians of the Galaxy - Guardians of Infinity' (own spelling); invisible before TODO 30
S8158	g	S cv=-: CV 146623 "Guardians of the Galaxy" 2016 Panini Verlag 8 issues — near (gap 0), found by 'Guardians of the Galaxy' (via CV candidate name "Guardians of the Galaxy"); invisible before TODO 30
S8158	g	S cv=-: CV 81904 "Guardians of the Galaxy" 2015 Marvel 5 issues — near (gap 1), found by 'Guardians of the Galaxy' (via CV candidate name "Guardians of the Galaxy"); invisible before TODO 30
S8158	g	S cv=-: CV 85290 "Guardians of the Galaxy" 2015 Marvel 20 issues — near (gap 1), found by 'Guardians of the Galaxy' (via CV candidate name "Guardians of the Galaxy"); invisible before TODO 30
S8158	g	S cv=-: CV 105759 "Guardians of the Galaxy" 2017 Marvel 5 issues — near (gap 1), found by 'Guardians of the Galaxy' (via CV candidate name "Guardians of the Galaxy"); invisible before TODO 30
S8158	g	S cv=-: CV 116349 "Guardians of the Galaxy" 2015 Standaard Uitgeverij 5 issues — near (gap 1), found by 'Guardians of the Galaxy' (via CV candidate name "Guardians of the Galaxy"); invisible before TODO 30
S8160	g	S cv=-: CV 81904 "Guardians of the Galaxy" 2015 Marvel 5 issues — near (gap 0), found by 'Guardians of the Galaxy' (via CV name "Guardians of the Galaxy"); invisible before TODO 30
S8160	g	S cv=-: CV 116349 "Guardians of the Galaxy" 2015 Standaard Uitgeverij 5 issues — near (gap 0), found by 'Guardians of the Galaxy' (via CV name "Guardians of the Galaxy"); invisible before TODO 30
S8160	g	S cv=-: CV 78275 "Guardians of the Galaxy: Guardians Disassembled" 2014 Marvel 1 issues — near (gap 1), found by 'Guardians of the Galaxy: Guardians Disassembled' (via CV candidate name "Guardians of the Galaxy: Guardians Disassembled"); invisible before TODO 30
S8160	g	S cv=-: CV 84159 "Guardians of the Galaxy" 2014 Panini Verlag 7 issues — near (gap 1), found by 'Guardians of the Galaxy' (via CV name "Guardians of the Galaxy"); invisible before TODO 30
S8160	g	S cv=-: CV 146623 "Guardians of the Galaxy" 2016 Panini Verlag 8 issues — near (gap 1), found by 'Guardians of the Galaxy' (via CV name "Guardians of the Galaxy"); invisible before TODO 30
S8160	g	S cv=-: CV 57960 "Guardians of the Galaxy" 2013 Marvel 28 issues — far (gap 2), found by 'Guardians of the Galaxy' (via CV name "Guardians of the Galaxy"); invisible before TODO 30
S8162	g	S cv=-: CV 80115 "Marvel Universe Guardians of the Galaxy" 2015 Marvel 4 issues — near (gap 0), found by 'Marvel Universe Guardians of the Galaxy' (via CV name "Marvel Universe Guardians of the Galaxy"); invisible before TODO 30
S8162	g	S cv=-: CV 85120 "Marvel Universe Guardians of the Galaxy" 2015 Marvel 23 issues — near (gap 0), found by 'Marvel Universe Guardians of the Galaxy' (via CV name "Marvel Universe Guardians of the Galaxy"); invisible before TODO 30
S8162	g	S cv=-: CV 89302 "Marvel Universe Guardians of the Galaxy" 2016 Marvel 6 issues — near (gap 1), found by 'Marvel Universe Guardians of the Galaxy' (via CV name "Marvel Universe Guardians of the Galaxy"); invisible before TODO 30
S8162	g	S cv=-: CV 95825 "Guardians of the Galaxy: New Guard - Wanted" 2016 Marvel 1 issues — near (gap 1), found by 'Guardians of the Galaxy: New Guard - Wanted' (via CV candidate name "Guardians of the Galaxy: New Guard - Wanted"); invisible before TODO 30
S8165	g	provider-missing: CV 92960 "Guardians of the Galaxy: Guardians of Infinity" 2016 Marvel 1 issues — far (gap 7), found by 'Guardians of the Galaxy: Guardians of Infinity' (via CV candidate name "Guardians of the Galaxy: Guardians of Infinity"); invisible before TODO 30
S8165	g	provider-missing: CV 58526 "Guardians of the Galaxy Infinite Comic" 2013 Marvel 4 issues — far (gap 10), found by 'Guardians of the Galaxy Infinite Comic' (via CV candidate name "Guardians of the Galaxy Infinite Comic"); invisible before TODO 30
S8170	g	provider-missing: CV 153613 "Guardians of the Galaxy Modern Era Epic Collection: Somebody's Got to Do It" 2023 Marvel 1 issues — near (gap 0), found by 'Guardians of the Galaxy Modern Era Epic Collection: Somebody's Got to Do It' (via CV candidate name "Guardians of the Galaxy Modern Era Epic Collection: Somebody's Got to Do It"); invisible before TODO 30
S8170	g	provider-missing: CV 92960 "Guardians of the Galaxy: Guardians of Infinity" 2016 Marvel 1 issues — far (gap 7), found by 'Guardians of the Galaxy: Guardians of Infinity' (via CV candidate name "Guardians of the Galaxy: Guardians of Infinity"); invisible before TODO 30
S8176	g	S cv=-+provider-missing: CV 46273 "The Best of Drawn & Quarterly" 1993 Drawn & Quarterly 1 issues — far (gap 8), found by 'The Best of Drawn & Quarterly' (via CV candidate name "The Best of Drawn & Quarterly"); invisible before TODO 30
S8226	g	provider-missing: CV 5829 "A Decade of Dark Horse" 1996 Dark Horse Comics 4 issues — far (gap 21), found by 'A Decade of Dark Horse' (via CV candidate name "A Decade of Dark Horse"); invisible before TODO 30
S8229	g	provider-missing: CV 108251 "H.G. Wells: The War of the Worlds" 2018 Insight Editions 1 issues — near (gap 0), found by 'H. G. Wells' The War of the Worlds' (via CV candidate name "H. G. Wells' The War of the Worlds"); invisible before TODO 30
S8229	g	provider-missing: CV 48294 "H. G. Wells' The War of the Worlds" 2005 Dark Horse Comics 1 issues — far (gap 13), found by 'H. G. Wells' The War of the Worlds' (via CV candidate name "H. G. Wells' The War of the Worlds"); invisible before TODO 30
S8230	g	provider-missing: CV 114058 "H.G. Wells: The Island of Dr. Moreau" 2018 Insight Editions 1 issues — near (gap 0), found by 'H.G. Wells: The Island of Dr. Moreau' (via CV candidate name "H.G. Wells: The Island of Dr. Moreau"); invisible before TODO 30
S8230	g	provider-missing: CV 48294 "H. G. Wells' The War of the Worlds" 2005 Dark Horse Comics 1 issues — far (gap 13), found by 'H.G. Wells: The War of the Worlds' (own spelling); invisible before TODO 30
S8300	g	S cv=-+provider-missing: CV 33557 "You, Me, and Zombie" 2010 self published 1 issues — far (gap 14), found by 'You, Me, and Zombie' (via CV candidate name "You, Me, and Zombie"); invisible before TODO 30
S8301	g	provider-missing: CV 34508 "Sales To Astonish: The Comic Book, Autumn 1992" 1992 Marvel 1 issues — near (gap 0), found by 'Sales To Astonish: The Comic Book, Autumn 1992' (via CV candidate name "Sales To Astonish: The Comic Book, Autumn 1992"); invisible before TODO 30
S8301	g	provider-missing: CV 34509 "Sales To Astonish: The Comic Book, Summer 1992" 1992 Marvel 1 issues — near (gap 0), found by 'Sales To Astonish: The Comic Book, Summer 1992' (via CV candidate name "Sales To Astonish: The Comic Book, Summer 1992"); invisible before TODO 30
S8302	g	S cv=-+provider-missing: CV 127976 "Manga! Manga! The World of Japanese Comics" 1983 Kodansha International 1 issues — far, found by 'Manga! Manga! The World of Japanese Comics' (via CV candidate name "Manga! Manga! The World of Japanese Comics"); invisible before TODO 30
S8400	g	S cv=-+provider-missing: CV 36655 "Haru Hana: The Complete Collection" 2010 Tokyopop 1 issues — near (gap 0), found by 'Haru Hana: The Complete Collection' (via CV candidate name "Haru Hana: The Complete Collection"); invisible before TODO 30
S8400	g	S cv=-+provider-missing: CV 149733 "Haru Hana: The Complete Collection" 2015 Viz 1 issues — far (gap 5), found by 'Haru Hana: The Complete Collection' (via CV candidate name "Haru Hana: The Complete Collection"); invisible before TODO 30
S8405	g	provider-missing: CV 59144 "American Splendor: The Life and Times of Harvey Pekar" 1986 Doubleday 1 issues — far (gap 24), found by 'American Splendor: The Life and Times of Harvey Pekar' (via CV candidate name "American Splendor: The Life and Times of Harvey Pekar"); invisible before TODO 30
S8406	g	provider-missing: CV 59144 "American Splendor: The Life and Times of Harvey Pekar" 1986 Doubleday 1 issues — far (gap 24), found by 'American Splendor: The Life and Times of Harvey Pekar' (via CV candidate name "American Splendor: The Life and Times of Harvey Pekar"); invisible before TODO 30
S8407	g	provider-missing: CV 45313 "Back in the Day" 2011 Action Lab 1 issues — far (gap 2), found by 'Back in the Day' (via CV candidate name "Back in the Day"); invisible before TODO 30
S8407	g	provider-missing: CV 59144 "American Splendor: The Life and Times of Harvey Pekar" 1986 Doubleday 1 issues — far (gap 23), found by 'American Splendor: The Life and Times of Harvey Pekar' (via CV candidate name "American Splendor: The Life and Times of Harvey Pekar"); invisible before TODO 30
S8409	g	provider-missing: CV 59144 "American Splendor: The Life and Times of Harvey Pekar" 1986 Doubleday 1 issues — far (gap 23), found by 'American Splendor: The Life and Times of Harvey Pekar' (via CV candidate name "American Splendor: The Life and Times of Harvey Pekar"); invisible before TODO 30
S8410	g	provider-missing: CV 73471 "More American Splendor: The Life and Times of Harvey Pekar" 1987 Doubleday 1 issues — far (gap 22), found by 'More American Splendor: The Life and Times of Harvey Pekar' (via CV candidate name "More American Splendor: The Life and Times of Harvey Pekar"); invisible before TODO 30
S8410	g	provider-missing: CV 59144 "American Splendor: The Life and Times of Harvey Pekar" 1986 Doubleday 1 issues — far (gap 23), found by 'American Splendor: The Life and Times of Harvey Pekar' (via CV candidate name "American Splendor: The Life and Times of Harvey Pekar"); invisible before TODO 30
S8411	g	provider-missing: CV 73471 "More American Splendor: The Life and Times of Harvey Pekar" 1987 Doubleday 1 issues — far (gap 23), found by 'More American Splendor: The Life and Times of Harvey Pekar' (via CV candidate name "More American Splendor: The Life and Times of Harvey Pekar"); invisible before TODO 30
S8411	g	provider-missing: CV 59144 "American Splendor: The Life and Times of Harvey Pekar" 1986 Doubleday 1 issues — far (gap 24), found by 'American Splendor: The Life and Times of Harvey Pekar' (via CV candidate name "American Splendor: The Life and Times of Harvey Pekar"); invisible before TODO 30
S8412	g	provider-missing: CV 59144 "American Splendor: The Life and Times of Harvey Pekar" 1986 Doubleday 1 issues — far (gap 23), found by 'American Splendor: The Life and Times of Harvey Pekar' (via CV candidate name "American Splendor: The Life and Times of Harvey Pekar"); invisible before TODO 30
S8415	g	provider-missing: CV 59144 "American Splendor: The Life and Times of Harvey Pekar" 1986 Doubleday 1 issues — far (gap 23), found by 'American Splendor: The Life and Times of Harvey Pekar' (via CV candidate name "American Splendor: The Life and Times of Harvey Pekar"); invisible before TODO 30
S8416	g	provider-missing: CV 59144 "American Splendor: The Life and Times of Harvey Pekar" 1986 Doubleday 1 issues — far (gap 23), found by 'American Splendor: The Life and Times of Harvey Pekar' (via CV candidate name "American Splendor: The Life and Times of Harvey Pekar"); invisible before TODO 30
S8417	g	provider-missing: CV 59144 "American Splendor: The Life and Times of Harvey Pekar" 1986 Doubleday 1 issues — far (gap 23), found by 'American Splendor: The Life and Times of Harvey Pekar' (via CV candidate name "American Splendor: The Life and Times of Harvey Pekar"); invisible before TODO 30
S8419	g	provider-missing: CV 59144 "American Splendor: The Life and Times of Harvey Pekar" 1986 Doubleday 1 issues — far (gap 24), found by 'American Splendor: The Life and Times of Harvey Pekar' (via CV candidate name "American Splendor: The Life and Times of Harvey Pekar"); invisible before TODO 30
S8441	g	S cv=-: CV 11273 "Hawaiian Dick: The Last Resort" 2003 Image 4 issues — near (gap 0), found by 'Hawaiian Dick: The Last Resort' (via CV candidate name "Hawaiian Dick: The Last Resort"); invisible before TODO 30
S8441	g	S cv=-: CV 66353 "Hawaiian Dick: Byrd of Paradise" 2003 Image 1 issues — near (gap 0), found by 'Hawaiian Dick: Byrd of Paradise' (via CV candidate name "Hawaiian Dick: Byrd of Paradise"); invisible before TODO 30
S8441	g	S cv=-: CV 107728 "Hawaiian Dick: The Last Resort" 2006 Image 1 issues — far (gap 3), found by 'Hawaiian Dick: The Last Resort' (via CV candidate name "Hawaiian Dick: The Last Resort"); invisible before TODO 30
S8451	g	S cv=-: CV 144407 "Hawkeye Epic Collection: The Avenging Archer" 2022 Marvel 1 issues — near (gap 1), found by 'Hawkeye Epic Collection: The Avenging Archer' (via CV candidate name "Hawkeye Epic Collection: The Avenging Archer"); invisible before TODO 30
S8478	g	provider-missing: CV 130860 "He-Man and the Masters of the Universe" 2020 DC Comics 1 issues — far (gap 3), found by 'He-Man and the Masters of the Universe' (via CV candidate name "He-Man and the Masters of the Universe"); invisible before TODO 30
S8478	g	provider-missing: CV 59980 "He-Man and the Masters of the Universe" 2013 DC Comics 19 issues — far (gap 4), found by 'He-Man and the Masters of the Universe' (via CV candidate name "He-Man and the Masters of the Universe"); invisible before TODO 30
S8478	g	provider-missing: CV 65194 "He-Man and the Masters of the Universe" 2013 DC Comics 2 issues — far (gap 4), found by 'He-Man and the Masters of the Universe' (via CV candidate name "He-Man and the Masters of the Universe"); invisible before TODO 30
S8478	g	provider-missing: CV 50154 "He-Man and the Masters of the Universe" 2012 DC Comics 6 issues — far (gap 5), found by 'He-Man and the Masters of the Universe' (via CV candidate name "He-Man and the Masters of the Universe"); invisible before TODO 30
S8478	g	provider-missing: CV 150305 "He-Man and the Masters of the Universe" 2011 DC Comics 8 issues — far (gap 6), found by 'He-Man and the Masters of the Universe' (via CV candidate name "He-Man and the Masters of the Universe"); invisible before TODO 30
S8493	g	provider-missing: CV 84587 "Heart In A Box" 2015 Dark Horse Comics 1 issues — near (gap 0), found by 'Heart In A Box' (own spelling); invisible before TODO 30
S8493	g	provider-missing: CV 130299 "Heart in a Box" 2016 Tokyopop GmbH 1 issues — near (gap 1), found by 'Heart In A Box' (own spelling); invisible before TODO 30
S8499	g	provider-missing: CV 55237 "The Transformers: Evolutions - Hearts of Steel" 2006 IDW Publishing 1 issues — far (gap 17), found by 'The Transformers: Evolutions - Hearts of Steel' (via CV candidate name "The Transformers: Evolutions - Hearts of Steel"); invisible before TODO 30
S8507	g	provider-missing: CV 47398 "Heathcliff The Cat Detective" 1991 Tor Books 1 issues — far, found by 'Heathcliff The Cat Detective' (via CV candidate name "Heathcliff The Cat Detective"); invisible before TODO 30
S8507	g	provider-missing: CV 155790 "Heathcliff: Cat and Mouse Games " 1990 Tor Books 1 issues — far, found by 'Heathcliff: Cat and Mouse Games ' (via CV candidate name "Heathcliff: Cat and Mouse Games "); invisible before TODO 30
S8512	g	S cv=-+provider-missing: CV 80266 "Heathcliff Specialties, On The House" 1982 Tor Books 1 issues — far, found by 'Heathcliff Specialties, On The House' (via CV candidate name "Heathcliff Specialties, On The House"); invisible before TODO 30
